pws_id,pws_name,epa_region,pws_type,area_type,county_served
MI2229263,WYNDGATE COUNTRY CLUB-HALFWAYS,05,Transient non-community system,County,Oakland
MI2266063,SHEP HOLLOW COMFORT STA 17 TEE,05,Transient non-community system,County,Oakland
MI2147163,DIXIE BAPTIST- GYM,05,Transient non-community system,County,Oakland
MI2232063,WYNDGATE COUNTRY CLUB-CLUBHOUS,05,Transient non-community system,County,Oakland
MI2263163,DIEHL'S ORCHARD,05,Transient non-community system,County,Oakland
MI2045028,BLACK STAR FARMS,05,Transient non-community system,County,Grand Traverse
MI2024123,CAPITOL AREA SPORTSMENS LEAGUE,05,Transient non-community system,County,Eaton
MI2063211,LEMON CREEK WINERY,05,Transient non-community system,County,Berrien
MI2023318,TAMARACK GOLF,05,Transient non-community system,County,Clare
MI2068859,HERITAGE HEALTH FOODS,05,Transient non-community system,County,Montcalm
MI2009557,A AND L TRADING POST,05,Transient non-community system,County,Missaukee
MI2118825,ADMIRAL #5880,05,Transient non-community system,County,Genesee
MI2025019,GUNNISONVILLE UNITED METH.,05,Transient non-community system,County,Clinton
MI2066111,RIVERSIDE FOOD MART,05,Transient non-community system,County,Berrien
MI2044326,CIMARRON CITY CONVENIENCE STORE,05,Transient non-community system,County,Gladwin
MI2068519,SWAMPERS EAGLE,05,Transient non-community system,County,Clinton
MI2013820,SUPER 8 MOTEL - GRAYLING,05,Transient non-community system,County,Crawford
MI2019364,CRYSTAL VALLEY CAMP,05,Transient non-community system,County,Oceana
MI2019365,STERLING AREA DENTAL CLINIC,05,Transient non-community system,County,Ogemaw
MI2004407,SECOND SAND BEACH TWP. PARK,05,Transient non-community system,County,Baraga
MI2009731,AGATE BEACH CAMPGROUND,05,Transient non-community system,County,Houghton
MI2023269,PORTER HAUS,05,Transient non-community system,County,Otsego
MI2014362,FAITH BAPTIST CHURCH - FREMONT,05,Transient non-community system,County,Newaygo
MI2012530,TURNER LAKE CAMPGROUND,05,Transient non-community system,County,Hillsdale
MI2019859,CAMP ANNA BEHRENS,05,Transient non-community system,County,Montcalm
MI2009765,THE CAMP MOTEL,05,Transient non-community system,County,Ogemaw
MI2134044,POSTCARD CABINS,05,Transient non-community system,County,Lapeer
MI2012960,A WIN-SANDS MOTEL,05,Transient non-community system,County,Montmorency
MI2039324,MACKINAW TRAIL WINERY,05,Transient non-community system,County,Emmet
MI2223863,MOBIL,05,Transient non-community system,County,Oakland
MI2039203,HOPKINS UNITED METHODIST CHURC,05,Transient non-community system,County,Allegan
MI2070403,PERFECT PIZZA,05,Transient non-community system,County,Allegan
MI2044528,DOLLAR GENERAL #6711 (INTERLOCHEN),05,Transient non-community system,County,Grand Traverse
MI2042224,DOLLAR GENERAL - ALANSON #12605,05,Transient non-community system,County,Emmet
MI2040172,ROSCOMMON H.S. CONCESSIONS,05,Transient non-community system,County,Roscommon
MI2005760,SMOKEY'S CAFE,05,Transient non-community system,County,Montmorency
MI2132425,EMMANUEL BAPTIST CHURCH,05,Transient non-community system,County,Genesee
MI2025583,OAKRIDGE OWNER'S ASSOCIATION,05,Transient non-community system,County,Wexford
MI2009978,EASTON CHURCH OF CHRIST,05,Transient non-community system,County,Shiawassee
MI2056381,EXPRESS STOP #4667,05,Transient non-community system,County,Washtenaw
MI2035724,ALANSON CENTER,05,Transient non-community system,County,Emmet
MI2038161,CONNECTION POINT CHURCH,05,Transient non-community system,County,Muskegon
MI2082241,GRATTAN TOWNSHIP HALL,05,Transient non-community system,County,Kent
MI2061503,ALLEGAN WELLNESS COMPLEX,05,Transient non-community system,County,Allegan
MI2024735,CORKY'S CORNER STORE,05,Transient non-community system,County,Iosco
MI2041916,BLACK LAKE GOLF COURSE-CLUB HOUSE,05,Transient non-community system,County,Cheboygan
MI2117063,ROCHESTER CIDER MILL,05,Transient non-community system,County,Oakland
MI2079938,GRANDE GOLF CLUB,05,Transient non-community system,County,Jackson
MI2020037,ROSEBUSH EXPRESSWAY EZ MART,05,Transient non-community system,County,Isabella
MI2027624,PLEASANT VIEW EZ MART,05,Transient non-community system,County,Emmet
MI2002101,DNR NEGWEGON STATE PK-BEACH,05,Transient non-community system,County,Alcona
MI2049847,WALDENWOODS-CAMPGROUND-1&2,05,Transient non-community system,County,Livingston
MI2014501,HUBBARD LAKE COMM ASSOC INC,05,Transient non-community system,County,Alcona
MI2003266,"MDOT - EWEN PINES WAYSIDE, P152",05,Transient non-community system,County,Ontonagon
MI2088341,ADA PARK - SHELTER,05,Transient non-community system,County,Kent
MI2088441,ADA PARK OFFICE,05,Transient non-community system,County,Kent
MI2012528,THE GYM,05,Transient non-community system,County,Grand Traverse
MI2014340,BEAR LAKE CHRISTIAN CHURCH,05,Transient non-community system,County,Kalkaska
MI2081663,VFW POST 4156,05,Transient non-community system,County,Oakland
MI2035617,HULBERT TOWNSHIP HALL,05,Transient non-community system,County,Chippewa
MI2000336,SNIPE LAKE PUB & GRILL,05,Transient non-community system,County,Iron
MI2089541,EL TULTECO,05,Transient non-community system,County,Kent
MI2050716,DOLLAR GENERAL - INDIAN RIVER #24202,05,Transient non-community system,County,Cheboygan
MI2054939,DOLLAR GENERAL - VICKSBURG,05,Transient non-community system,County,Kalamazoo
MI2033562,DOLLAR GENERAL - S WHITE CLOUD,05,Transient non-community system,County,Newaygo
MI2042308,DOLLAR GENERAL #20266 - ORANGEVILLE,05,Transient non-community system,County,Barry
MI2105341,DOLLAR GENERAL - #25080,05,Transient non-community system,County,Kent
MI2057517,DOLLAR GENERAL- PICKFORD,05,Transient non-community system,County,Chippewa
MI2068270,DOLLAR GENERAL - WEST OLIVE,05,Transient non-community system,County,Ottawa
MI2028674,DOLLAR GENERAL - WALES,05,Transient non-community system,County,St. Clair
MI2025974,DOLLAR GENERAL - SOUTH YALE,05,Transient non-community system,County,St. Clair
MI2021171,DOLLAR GENERAL - GRAND LAKE,05,Transient non-community system,County,Presque Isle
MI2028374,DOLLAR GENERAL - ST CLAIR,05,Transient non-community system,County,St. Clair
MI2028274,DOLLAR GENERAL - EMMETT,05,Transient non-community system,County,St. Clair
MI2296863,DOLLAR GENERAL,05,Transient non-community system,County,Oakland
MI2102541,DOLLAR GENERAL - ALTO,05,Transient non-community system,County,Kent
MI2023352,DOLLAR GENERAL #30520,05,Transient non-community system,County,Marquette
MI2051561,DOLLAR GENERAL #16347 - WHITEHALL,05,Transient non-community system,County,Muskegon
MI2051739,DOLLAR GENERAL #18105 - KALAMAZOO,05,Transient non-community system,County,Kalamazoo
MI2006932,LONGSHOT LANES BAR & GAMES,05,Transient non-community system,County,Huron
MI2024583,CAPS - CAMP TORENTA,05,Transient non-community system,County,Wexford
MI2026383,CASA PARK WEST (SOCCER),05,Transient non-community system,County,Wexford
MI2024862,ADVENTURE BOUND WEST MI,05,Transient non-community system,County,Newaygo
MI2072603,A W OVERHISER ORCHARDS,05,Transient non-community system,County,Allegan
MI2019703,MARIA'S PIZZA,05,Transient non-community system,County,Allegan
MI2006812,MIDWAY LANES,05,Transient non-community system,County,Branch
MI2027274,BERVILLE LIONS CLUB,05,Transient non-community system,County,St. Clair
MI2021832,BAD AXE MEDICAL CLINIC,05,Transient non-community system,County,Huron
MI2041561,OVERBOARD INN,05,Transient non-community system,County,Muskegon
MI2020806,BIG BEND CAMPGROUND,05,Transient non-community system,County,Arenac
MI2083925,CAMP COPNECONIC-HOLIDAY HILLS,05,Transient non-community system,County,Genesee
MI2051003,EXPRESS STOP #4691,05,Transient non-community system,County,Allegan
MI2068159,PIERSON TRADING POST,05,Transient non-community system,County,Montcalm
MI2036014,MERCURY DISPLACEMENT IND - WAREHOUSE,05,Transient non-community system,County,Cass
MI2030634,BELDING BIGGBY,05,Transient non-community system,County,Ionia
MI2002210,BENZIE CO ROAD COMMISSION,05,Transient non-community system,County,Benzie
MI2066003,THE FELT ESTATE,05,Transient non-community system,County,Allegan
MI2285163,FILLING STATION BURGER BAR LLC,05,Transient non-community system,County,Oakland
MI2013083,CAPS - CAMP TORENTA  DINING HALL,05,Transient non-community system,County,Wexford
MI2029383,CASA PARK EAST (SOFTBALL/BASEBALL),05,Transient non-community system,County,Wexford
MI2037708,BANFIELD GENERAL STORE,05,Transient non-community system,County,Barry
MI2079238,NORTHWEST SCHOOLS FOOTBALL,05,Transient non-community system,County,Jackson
MI2001214,OWENS LANDING,05,Transient non-community system,County,Cass
MI2133925,BRIDGEWOOD CHURCH - GOODRICH,05,Transient non-community system,County,Genesee
MI2002635,WICKER HILLS COUNTRY CLUB INC,05,Transient non-community system,County,Iosco
MI2039947,DNR-ISLAND LAKE REC-KENT LK BEACH HOUSE,05,Transient non-community system,County,Livingston
MI2238663,MYSTIC CREEK G.C.-MEADOWS,05,Transient non-community system,County,Oakland
MI2238263,MYSTIC CREEK GC - CLUBHOUSE,05,Transient non-community system,County,Oakland
MI2242463,MYSTIC CREEK- LAKES COMF. STAT,05,Transient non-community system,County,Oakland
MI2240463,MYSTIC CREEK G.C.-WOODS,05,Transient non-community system,County,Oakland
MI2029783,RESURRECTION LIFE CHURCH,05,Transient non-community system,County,Wexford
MI2070463,ESCAMILLA AMIGOS,05,Transient non-community system,County,Oakland
MI2016425,ESCAMILLA AMIGO'S CANTINA,05,Transient non-community system,County,Genesee
MI2009931,DREAMLAND CAMPGROUND,05,Transient non-community system,County,Houghton
MI2027008,HEROES FOOD & SPIRITS,05,Transient non-community system,County,Barry
MI2003842,MOUNT BOHEMIA SKI RESORT,05,Transient non-community system,County,Keweenaw
MI2024283,ANTIOCH HILLS GOLF CLUB,05,Transient non-community system,County,Wexford
MI2022865,LOST VALLEY CAMP.PAVIL.#3,05,Transient non-community system,County,Ogemaw
MI2026724,PELLSTON LODGE,05,Transient non-community system,County,Emmet
MI2019140,VILLAGE GAS,05,Transient non-community system,County,Kalkaska
MI2118525,BEACON AND BRIDGE,05,Transient non-community system,County,Genesee
MI2041216,BURGER KING - INDIAN RIVER,05,Transient non-community system,County,Cheboygan
MI2011074,ALLENTON TAVERN,05,Transient non-community system,County,St. Clair
MI2044226,ROSATI'S MARKET,05,Transient non-community system,County,Gladwin
MI2005802,ALGER FALLS MOTEL,05,Transient non-community system,County,Alger
MI2014720,MT. HOPE LUTHERAN CHURCH,05,Transient non-community system,County,Crawford
MI2002438,HANOVER BACKWOODS BAR & GRILL,05,Transient non-community system,County,Jackson
MI2018576,HERITAGE UNTD METH CHURCH,05,Transient non-community system,County,Sanilac
MI2289963,STRAITS WAY,05,Transient non-community system,County,Oakland
MI2030047,CAMP LINDEN - HUNTER + RUTH LODGES,05,Transient non-community system,County,Livingston
MI2012077,TEN PIN ALLEYS,05,Transient non-community system,County,Schoolcraft
MI2024883,EMERALD VALE GOLF CLUB,05,Transient non-community system,County,Wexford
MI2010305,CHAIN O'LAKES CAMPGROUND,05,Transient non-community system,County,Antrim
MI2008076,ST. PATRICK'S CHURCH,05,Transient non-community system,County,Sanilac
MI2063270,CONSUMERS ENERGY - CSX REFUELING,05,Transient non-community system,County,Ottawa
MI2060970,CONSUMERS ENERGY - DIMEC RAIL,05,Transient non-community system,County,Ottawa
MI2108379,COUNTRY ROADS FARM,05,Transient non-community system,County,Tuscola
MI2004714,D BAR AND BURGER,05,Transient non-community system,County,Cass
MI2021634,BURGER KING #8648,05,Transient non-community system,County,Ionia
MI2027659,BROOKSIDE GOLF & GRILL,05,Transient non-community system,County,Montcalm
MI2000908,FOREST SHORES CAMPGROUND,05,Transient non-community system,County,Barry
MI2000722,NORWAY LAKE PARK,05,Transient non-community system,County,Dickinson
MI2001572,GARRETT'S PLACE,05,Transient non-community system,County,Roscommon
MI2012818,FOE - LAKE,05,Transient non-community system,County,Clare
MI2040208,DOSTER COMMUNITY REFORMED CHURCH,05,Transient non-community system,County,Barry
MI2034864,THE ARTISAN,05,Transient non-community system,County,Oceana
MI2172544,POTTERS LAKE SHORE CAMP,05,Transient non-community system,County,Lapeer
MI2021540,RAPID CITY VILLAGE MARKET,05,Transient non-community system,County,Kalkaska
MI2008632,CASEVILLE GOLF COURSE-CONNERS,05,Transient non-community system,County,Huron
MI2013902,"MDOT - GRAND ISLAND OVERLOOK, P238",05,Transient non-community system,County,Alger
MI2032149,"MDOT - CUT RIVER EAST, P216",05,Transient non-community system,County,Mackinac
MI2000580,TIMBER TRAILS RV PARK,05,Transient non-community system,County,Van Buren
MI2048680,TIMBER RIDGE SKI AREA,05,Transient non-community system,County,Van Buren
MI2009778,GILEAD BAPTIST ACADEMY & CH,05,Transient non-community system,County,Shiawassee
MI2024414,WAKELEE BIBLE CHURCH,05,Transient non-community system,County,Cass
MI2292663,"T&M ASPHALT PAVING, INC",05,Transient non-community system,County,Oakland
MI2280363,FORTSON DENTISTRY MILFORD PC,05,Transient non-community system,County,Oakland
MI2003072,ST. JOHN LUTHERAN CHURCH - HOUGHTON LK,05,Transient non-community system,County,Roscommon
MI2020903,THE GRILL HOUSE,05,Transient non-community system,County,Allegan
MI2058080,LAKE ARVESTA FARMS LLC,05,Transient non-community system,County,Van Buren
MI2009068,KNOTHOLE BAR,05,Transient non-community system,County,Oscoda
MI2001676,COUNTRYSIDE FREE METHODIST,05,Transient non-community system,County,Sanilac
MI2080247,TRI-LAKES BAPTIST (SOUTH WELL),05,Transient non-community system,County,Livingston
MI2055247,HARTLAND MUSIC HALL,05,Transient non-community system,County,Livingston
MI2049249,COVE BAR,05,Transient non-community system,County,Mackinac
MI2006457,MARTY'S PIZZA & GRILL,05,Transient non-community system,County,Missaukee
MI2024020,WHISPERING PINES CAMPGROUND,05,Transient non-community system,County,Crawford
MI2019915,CHARLEVOIX CONCESSION STAND,05,Transient non-community system,County,Charlevoix
MI2012802,FOGGY'S BAR,05,Transient non-community system,County,Alger
MI2019740,KALKASKA EAGLES AERIE 4496,05,Transient non-community system,County,Kalkaska
MI2000355,47 TAVERN,05,Transient non-community system,County,Menominee
MI2026516,MACKINAW LAKEFRONT CABINS,05,Transient non-community system,County,Cheboygan
MI2036216,MACKINAW MILL CREEK WELL 24-25,05,Transient non-community system,County,Cheboygan
MI2036416,MACKINAW MILL CREEK WELL 27-29,05,Transient non-community system,County,Cheboygan
MI2001940,TORCH GROVE CAMPING,05,Transient non-community system,County,Kalkaska
MI2004345,WESTERN AVENUE GRILL,05,Transient non-community system,County,Leelanau
MI2027824,EMMET COUNTY ROAD COMMISSION,05,Transient non-community system,County,Emmet
MI2003242,MDOT - ESREY PARK WAYSIDE P138,05,Transient non-community system,County,Keweenaw
MI2017039,BARN THEATER,05,Transient non-community system,County,Kalamazoo
MI2039239,BARN THEATER REHEARSAL SHED,05,Transient non-community system,County,Kalamazoo
MI2008738,UNIVERSITY LANES,05,Transient non-community system,County,Jackson
MI2001468,MA DEETERS,05,Transient non-community system,County,Oscoda
MI2068947,BLACK WATER MARKET,05,Transient non-community system,County,Livingston
MI2040961,ROADSIDE EXPRESS,05,Transient non-community system,County,Muskegon
MI2009710,SLBE - LOON LAKE BOAT LAUNCH,05,Transient non-community system,County,Benzie
MI2011345,SLBE STOCKING PICNIC MTN DH13P,05,Transient non-community system,County,Leelanau
MI2014710,SLBE PLATTE BAY PR14P,05,Transient non-community system,County,Benzie
MI2010745,SLBE DH DAY CAMPGROUND DH1P,05,Transient non-community system,County,Leelanau
MI2013345,SLBE VILLAGE UTILITIES NM1P,05,Transient non-community system,County,Leelanau
MI2062847,TRILLIUM PROFESSIONAL CENTER,05,Transient non-community system,County,Livingston
MI2007826,CALHOUN CAMPGROUND,05,Transient non-community system,County,Gladwin
MI2034454,BORLAND GAS & GROCERY,05,Transient non-community system,County,Mecosta
MI2022824,HARBOR PLAZA WEST #1,05,Transient non-community system,County,Emmet
MI2004637,VFW POST 8215,05,Transient non-community system,County,Isabella
MI2116725,"MDOT - LENNON RP, P620",05,Transient non-community system,County,Genesee
MI2004111,AMERICAN LEGION POST #344,05,Transient non-community system,County,Berrien
MI2079347,BIGGBY  COFFEE  - ICEHOUSE OF BRIGHTON,05,Transient non-community system,County,Livingston
MI2220763,INDEPENDANCE OAKS BEACH,05,Transient non-community system,County,Oakland
MI2041928,FIFE LAKE BAPTIST CHURCH,05,Transient non-community system,County,Grand Traverse
MI2007246,"STERLING MARKETS, INC.",05,Transient non-community system,County,Lenawee
MI2002183,COOL WATER CAMPGROUND,05,Transient non-community system,County,Wexford
MI2022369,OTSEGO CLUB RIVER CABIN,05,Transient non-community system,County,Otsego
MI2032708,EXPRESS STOP #4693,05,Transient non-community system,County,Barry
MI2020306,NARSKIS MARKET,05,Transient non-community system,County,Arenac
MI2027424,PETOSKEY YOUTH SOCCER,05,Transient non-community system,County,Emmet
MI2021921,PAPA JIM'S PIZZA,05,Transient non-community system,County,Delta
MI2082425,BIG BRUTUS,05,Transient non-community system,County,Genesee
MI2067059,KLINKERS KORNER,05,Transient non-community system,County,Montcalm
MI2042439,LUTHERAN CHURCH OF THE SAVIOR,05,Transient non-community system,County,Kalamazoo
MI2047647,HARTLAND VILLAGE MARKET,05,Transient non-community system,County,Livingston
MI2057180,KAL-HAVEN OUTPOST LLC,05,Transient non-community system,County,Van Buren
MI2004017,COZY CORNERS,05,Transient non-community system,County,Chippewa
MI2013801,GREENBUSH GOLF COURSE,05,Transient non-community system,County,Alcona
MI2059503,TRESTLE STOP RESTAURANT,05,Transient non-community system,County,Allegan
MI2010231,CU COUNTRY CU LLC,05,Transient non-community system,County,Houghton
MI2014324,HARBOR PLAZA WELL EAST #2,05,Transient non-community system,County,Emmet
MI2065347,VILLAGE MEDICAL OF GREEN OAK,05,Transient non-community system,County,Livingston
MI2026654,NEW HOPE GLOBAL METHODIST CHURCH,05,Transient non-community system,County,Mecosta
MI2010041,ST. SEBASTIAN PARISH HALL,05,Transient non-community system,County,Kent
MI2022558,MILAN SERVICE CENTER,05,Transient non-community system,County,Monroe
MI2189063,OXFORD FREE METHODIST CHURCH,05,Transient non-community system,County,Oakland
MI2002272,PRESSURE CRACK BAR & GRILL,05,Transient non-community system,County,Roscommon
MI2043706,BETHLEHEM LUTHERAN CHURCH,05,Transient non-community system,County,Arenac
MI2103541,CAR CENTER - GREENVILLE,05,Transient non-community system,County,Kent
MI2004218,LAKE GEORGE BOOSTERS CLUB,05,Transient non-community system,County,Clare
MI2023861,BURGER KING  #6843,05,Transient non-community system,County,Muskegon
MI2047616,OTSEGO MEMORIAL HOSPTIAL-I R CLINIC,05,Transient non-community system,County,Cheboygan
MI2017167,SPRING HILL CAMPS STORYBROOK,05,Transient non-community system,County,Osceola
MI2017867,SPRING HILL CAMP AUDITORIUM,05,Transient non-community system,County,Osceola
MI2015467,SPRING HILL COPPER COUNTRY / NORTH DININ,05,Transient non-community system,County,Osceola
MI2011167,SPRING HILL CAMP - NORTH BATH HOUSE,05,Transient non-community system,County,Osceola
MI2016267,"SPRING HILL, MEADOWLAND   22",05,Transient non-community system,County,Osceola
MI2015067,SPRING HILL POOL / ENDEVOR CNTR,05,Transient non-community system,County,Osceola
MI2011367,SPRING HILL - LILLY STATION,05,Transient non-community system,County,Osceola
MI2015767,"SPRING HILL, THE PEAKS    23",05,Transient non-community system,County,Osceola
MI2011567,SPRING HILL. MAPLE GROVE,05,Transient non-community system,County,Osceola
MI2011867,SPRING HILL - SOUTH RANCH/NORWAY,05,Transient non-community system,County,Osceola
MI2011467,SPRING HILL  FREEDOM HALL,05,Transient non-community system,County,Osceola
MI2063347,LIBERTY BAPTIST CHURCH,05,Transient non-community system,County,Livingston
MI2045644,COUNTRY MARKET,05,Transient non-community system,County,Lapeer
MI2032630,CAMP SELAH DIRECTOR HOUSE,05,Transient non-community system,County,Hillsdale
MI2020730,CAMP SELAH MAIN KITCHEN,05,Transient non-community system,County,Hillsdale
MI2015605,BIBLE BAPTIST CHURCH - CENTRAL LAKE,05,Transient non-community system,County,Antrim
MI2003218,MONTES FAMILY REST,05,Transient non-community system,County,Clare
MI2004730,FREDDIES FREEZE,05,Transient non-community system,County,Hillsdale
MI2013819,DEWITT LOYAL ORDER OF MOOSE,05,Transient non-community system,County,Clinton
MI2041308,GILMORE CAR MUSEUM - HERITAGE CENTER,05,Transient non-community system,County,Barry
MI2023708,GILMORE CAR MUSEUM,05,Transient non-community system,County,Barry
MI2013768,GARLAND'S HALF WAY HOUSE (NEW),05,Transient non-community system,County,Oscoda
MI2130544,DOLLAR GENERAL #23018 - OTTER LAKE,05,Transient non-community system,County,Lapeer
MI2022037,DOLLAR GENERAL #22723 - WEIDMAN,05,Transient non-community system,County,Isabella
MI2073111,DOLLAR GENERAL - COLOMA RD,05,Transient non-community system,County,Berrien
MI2031930,DOLLAR GENERAL #22605 - NORTH ADAMS,05,Transient non-community system,County,Hillsdale
MI2001421,DOLLAR GENERAL - # 17512 - BARK RIVER,05,Transient non-community system,County,Delta
MI2031918,DOLLAR GENERAL - SURREY TWP,05,Transient non-community system,County,Clare
MI2019405,DOLLAR GENERAL - ALBA,05,Transient non-community system,County,Antrim
MI2045054,DOLLAR GENERAL - BIG RAPIDS,05,Transient non-community system,County,Mecosta
MI2049828,DOLLAR GENERAL #21666 (FIFE LAKE),05,Transient non-community system,County,Grand Traverse
MI2036814,DOLLAR GENERAL #24309,05,Transient non-community system,County,Cass
MI2071759,DOLLAR GENERAL GREENVILLE NORTH,05,Transient non-community system,County,Montcalm
MI2031812,DOLLAR GENERAL #25748 - BRONSON,05,Transient non-community system,County,Branch
MI2021740,DOLLAR GENERAL - KALKASKA,05,Transient non-community system,County,Kalkaska
MI2072511,DOLLAR GENERAL #20924 - NILES,05,Transient non-community system,County,Berrien
MI2031318,DOLLAR GENERAL #19545 - HARRISON,05,Transient non-community system,County,Clare
MI2021140,DOLLAR GENERAL - RAPID CITY,05,Transient non-community system,County,Kalkaska
MI2069129,DOLLAR GENERAL - MIDDLETON,05,Transient non-community system,County,Gratiot
MI2044854,DOLLAR GENERAL - STANWOOD,05,Transient non-community system,County,Mecosta
MI2141544,DOLLAR GENERAL #20872 - LAPEER,05,Transient non-community system,County,Lapeer
MI2006555,BELGIUMTOWN RESTAURANT,05,Transient non-community system,County,Menominee
MI2045947,DNR-ISLAND LAKE REC-WHITE PINE CABIN,05,Transient non-community system,County,Livingston
MI2036114,DOLLAR GENERAL -EDWARDSBURG #20923,05,Transient non-community system,County,Cass
MI2034464,DOLLAR GENERAL - POLK RD,05,Transient non-community system,County,Oceana
MI2014705,DOLLAR GENERAL #10833 - BELLAIRE,05,Transient non-community system,County,Antrim
MI2023320,DOLLAR GENERAL #20029 - FREDERIC,05,Transient non-community system,County,Crawford
MI2012321,TERRACE BLUFF COUNTRY CLUB,05,Transient non-community system,County,Delta
MI2048828,OSORIO TACOS Y SALSAS,05,Transient non-community system,County,Grand Traverse
MI2104941,DUKE CREEK CAMPGROUND,05,Transient non-community system,County,Kent
MI2017141,"DUKE CREEK CAMPGROUND, LLC",05,Transient non-community system,County,Kent
MI2021674,FORT TRODD FAMILY CAMPGROUND,05,Transient non-community system,County,St. Clair
MI2010423,FIRST PRESBYTERIAN CHURCH-DIMONDALE,05,Transient non-community system,County,Eaton
MI2005711,BERRIEN COUNTY SPORTSMAN CLUB,05,Transient non-community system,County,Berrien
MI2034754,M.O.I.S.D. - RESOURCE CENTER,05,Transient non-community system,County,Mecosta
MI2013179,ST. PETER LUTHERAN CHURCH - UNIONVILLE,05,Transient non-community system,County,Tuscola
MI2044144,DTE LAPEER SERVICE CENTER,05,Transient non-community system,County,Lapeer
MI2015808,RPM1 PETROLEUM,05,Transient non-community system,County,Barry
MI2000236,PENTOGA PARK,05,Transient non-community system,County,Iron
MI2029418,LAKE OF THE PINES CAMPGROUND,05,Transient non-community system,County,Clare
MI2007145,BUCHAN'S WEST BAY,05,Transient non-community system,County,Leelanau
MI2068403,HAMILTON SCHOOLS OPERATIONS & TRANS,05,Transient non-community system,County,Allegan
MI2013780,THE STRAND BREWERY,05,Transient non-community system,County,Van Buren
MI2022446,THE GROVES OF MICHIGAN,05,Transient non-community system,County,Lenawee
MI2011717,USFS - MONOCLE LAKE CAMPGROUND,05,Transient non-community system,County,Chippewa
MI2057917,USFS - BAY VIEW CG WEST,05,Transient non-community system,County,Chippewa
MI2053161,DOLLAR GENERAL - MONTAGUE,05,Transient non-community system,County,Muskegon
MI2033575,DOLLAR GENERAL #19851 - MOTTVILLE,05,Transient non-community system,County,St. Joseph
MI2047972,DOLLAR GENERAL - HIGGINS LAKE,05,Transient non-community system,County,Roscommon
MI2034475,DOLLAR GENERAL #24569 - NOTTAWA,05,Transient non-community system,County,St. Joseph
MI2030983,DOLLAR GENERAL - CADILLAC,05,Transient non-community system,County,Wexford
MI2014943,DOLLAR GENERAL - IRONS,05,Transient non-community system,County,Lake
MI2029034,DOLLAR GENERAL - ORLEANS,05,Transient non-community system,County,Ionia
MI2059980,DOLLAR GENERAL #25092,05,Transient non-community system,County,Van Buren
MI2027151,DOLLAR GENERAL - #6632 BEAR LK/CHIPP HWY,05,Transient non-community system,County,Manistee
MI2181444,DOLLAR GENERAL #16780 - METAMORA,05,Transient non-community system,County,Lapeer
MI2039178,DOLLAR GENERAL #17814 - LENNON,05,Transient non-community system,County,Shiawassee
MI2045026,DOLLAR GENERAL #18771 - GLADWIN,05,Transient non-community system,County,Gladwin
MI2022853,DOLLAR GENERAL #17483 - WALHALLA,05,Transient non-community system,County,Mason
MI2032762,DOLLAR GENERAL #19571 - BROHMAN,05,Transient non-community system,County,Newaygo
MI2044626,DOLLAR GENERAL #17533 - GLADWIN,05,Transient non-community system,County,Gladwin
MI2017510,DOLLAR GENERAL - FRANKFORT,05,Transient non-community system,County,Benzie
MI2185544,DOLLAR GENERAL #16670 - DRYDEN,05,Transient non-community system,County,Lapeer
MI2085038,DOLLAR GENERAL #17478 - PLEASANT LAKE,05,Transient non-community system,County,Jackson
MI2160644,DOLLAR GENERAL #19464 - ATTICA,05,Transient non-community system,County,Lapeer
MI2035814,DOLLAR GENERAL - JONES #19541,05,Transient non-community system,County,Cass
MI2015104,DOLLAR GENERAL #19770 - LACHINE,05,Transient non-community system,County,Alpena
MI2068949,DOLLAR GENERAL #18249 - CEDARVILLE,05,Transient non-community system,County,Mackinac
MI2044826,DOLLAR GENERAL #17384 - BEAVERTON,05,Transient non-community system,County,Gladwin
MI2085138,DOLLAR GENERAL #17943 - CLARKLAKE,05,Transient non-community system,County,Jackson
MI2044154,DOLLAR GENERAL - MORLEY,05,Transient non-community system,County,Mecosta
MI2043954,DOLLAR GENERAL #17449 - BARRYTON,05,Transient non-community system,County,Mecosta
MI2021737,DOLLAR GENERAL #17917 - MT PLEASANT,05,Transient non-community system,County,Isabella
MI2021867,DOLLAR GENERAL #15853 - LEROY,05,Transient non-community system,County,Osceola
MI2162025,DOLLAR GENERAL #16736 - SWARTZ CREEK,05,Transient non-community system,County,Genesee
MI2044406,DOLLAR GENERAL #17011 - STERLING,05,Transient non-community system,County,Arenac
MI2035432,DOLLAR GENERAL #18453 - PORT AUSTIN,05,Transient non-community system,County,Huron
MI2072411,DOLLAR GENERAL #18334 - COLOMA,05,Transient non-community system,County,Berrien
MI2044513,DOLLAR GENERAL #19549 - BATTLE CREEK,05,Transient non-community system,County,Calhoun
MI2170444,DOLLAR GENERAL #18623 - LAPEER,05,Transient non-community system,County,Lapeer
MI2085238,DOLLAR GENERAL #18043 - HORTON,05,Transient non-community system,County,Jackson
MI2042108,DOLLAR GENERAL #6471 - DELTON,05,Transient non-community system,County,Barry
MI2016018,HARRISON MOOSE #2235,05,Transient non-community system,County,Clare
MI2016806,MISS MICHELLE'S,05,Transient non-community system,County,Arenac
MI2065281,HIDDEN LAKES CAMPGROUND,05,Transient non-community system,County,Washtenaw
MI2009145,HOLY ROSARY CHURCH,05,Transient non-community system,County,Leelanau
MI2035258,THE LEGACY,05,Transient non-community system,County,Monroe
