pws_id,pws_name,epa_region,pws_type,area_type,county_served
MS0470001,TOWN OF BYHALIA,04,Community water system,County,Marshall
MS0060016,CITY OF ROSEDALE,04,Community water system,County,Bolivar
MS0100007,REFORM WATER ASSOCIATION,04,Community water system,County,Choctaw
MS0170005,DAYS WATER ASSOCIATION,04,Community water system,County,DeSoto
MS0760017,RASKIN ENTERPRISES LLC-DELTA VILLAGE MHP,04,Community water system,County,Washington
MS0520024,SHUQUALAK-BUTLER W/A,04,Community water system,County,Noxubee
MS0450016,WEST MADISON UTL DIST,04,Community water system,County,Madison
MS0060019,CITY OF SHELBY,04,Community water system,County,Bolivar
MS0490007,POPLAR CREEK WATER ASSOCIATION,04,Community water system,County,Montgomery
MS0590014,WHEELER-FRANKSTOWN WATER ASSN,04,Community water system,County,Prentiss
MS0480004,COONTAIL WATER ASSOCIATION,04,Community water system,County,Monroe
MS0030021,WILK-AMITE W/A #2-NORTHWEST,04,Community water system,County,Amite
MS0030007,WILK-AMITE W/A #1-SOUTH,04,Community water system,County,Amite
MS0610028,TAYLORSVILLE W/A #1,04,Community water system,County,Rankin
MS0580020,MUD CREEK WATER ASSOCIATION #2,04,Community water system,County,Pontotoc
MS0580021,MUD CREEK WATER ASSOCIATION #1,04,Community water system,County,Pontotoc
MS0730026,MUD CREEK WATER ASSOCIATION #4,04,Community water system,County,Union
MS0260040,HOLMES INTERSTATE UTILITY DIST,04,Community water system,County,Holmes
MS0590011,NEW CANDLER WATER ASSOCIATION,04,Community water system,County,Prentiss
MS0720024,TUNICA COUNTY UTILITY DISTRICT,04,Community water system,County,Tunica
MS0300079,BLUFF CREEK MOBILE HOME PARK,04,Community water system,County,Jackson
MS0610044,CITY OF FLOWOOD - NORANCO,04,Community water system,County,Rankin
MS0610075,CITY OF FLOWOOD,04,Community water system,County,Rankin
MS0140045,PINE GROVE WATER ASSOCIATION,04,Community water system,County,Coahoma
MS0640008,NEW HOPE WATER ASSOCIATION,04,Community water system,County,Simpson
MS0380005,CITY OF MERIDIAN,04,Community water system,County,Lauderdale
MS0690003,COTTONVILLE-SAVAGE W/A INC.,04,Community water system,County,Tate
MS0150009,"COPIAH-NEW ZION WATER ASSN,INC",04,Community water system,County,Copiah
MS0240060,NAVAL CONSTRUCTION BATTAL CTR,04,Community water system,County,Harrison
MS0340014,PLEASANT RIDGE W/A,04,Community water system,County,Jones
MS0490006,NORTH DISTRICT 1 WATER ASSN.,04,Community water system,County,Montgomery
MS0080001,BLACK HAWK WATER ASSN #1,04,Community water system,County,Carroll
MS0240139,WOLF RIVER RV RESORT,04,Community water system,County,Harrison
MS0750004,FISHER FERRY WATER DISTRICT,04,Community water system,County,Warren
MS0380026,MERIDIAN NAVAL AIR STATION,04,Community water system,County,Lauderdale
MS0420045,AMERICAS CATCH THE FARM,04,Community water system,County,Leflore
MS0480002,CITY OF AMORY,04,Community water system,County,Monroe
MS0220036,GRENADA IND PK & AIRPORT WATER,04,Community water system,County,Grenada
MS0220007,GRENADA CO W/S-MONDY RD/ELLIOT,04,Community water system,County,Grenada
MS0220004,GRENADA-BOGUE BASIN/HOLCOMB,04,Community water system,County,Grenada
MS0220003,CITY OF GRENADA,04,Community water system,County,Grenada
MS0220062,GRENADA-BOGUE BASIN/GORE SPRGS,04,Community water system,County,Grenada
MS0220005,GRENADA CO W/S-GIRL SCOUT,04,Community water system,County,Grenada
MS0090024,THORN WATER ASSOCIATION,04,Community water system,County,Chickasaw
MS0090008,SOUTHEAST CHICKASAW W/A #1,04,Community water system,County,Chickasaw
MS0260010,HOLMES JR COLLEGE,04,Community water system,County,Holmes
MS0230015,STENNIS SPACE CENTER,04,Community water system,County,Hancock
MS0640014,SMITHS CROSSING WATER ASSN,04,Community water system,County,Simpson
MS0250021,REEDTOWN WATER ASSN,04,Community water system,County,Hinds
MS0240251,RIDGECREST ESTATES,04,Community water system,County,Harrison
MS0560004,TOWN OF RICHTON,04,Community water system,County,Perry
MS0550001,CENTER W/A-CAESAR SYSTEM,04,Community water system,County,Pearl River
MS0170018,CITY OF SOUTHAVEN,04,Community water system,County,DeSoto
MS0570014,SUNNYHILL WATER ASSOCIATION,04,Community water system,County,Pike
MS0240011,SAUCIER UTILITIES,04,Community water system,County,Harrison
MS0710001,TOWN OF BELMONT,04,Community water system,County,Tishomingo
MS0030024,NORTHEAST AMITE WATER ASSN,04,Community water system,County,Amite
MS0170022,CITY OF HORN LAKE,04,Community water system,County,DeSoto
MS0170024,CITY OF HORN LAKE - HOLLY HILLS,04,Community water system,County,DeSoto
MS0170025,CITY OF HORN LAKE - TWIN LAKES,04,Community water system,County,DeSoto
MS0240009,CITY OF PASS CHRISTIAN,04,Community water system,County,Harrison
MS0610021,TOWN OF PUCKETT,04,Community water system,County,Rankin
MS0170014,NESBIT WATER ASSOCIATION,04,Community water system,County,DeSoto
MS0590002,BIG V WATER ASSOCIATION,04,Community water system,County,Prentiss
MS0090002,EAST CHICKASAW W/A #1,04,Community water system,County,Chickasaw
MS0090012,EAST CHICKASAW W/A #2,04,Community water system,County,Chickasaw
MS0330003,DOUBLE PONDS WATER ASSOCIATION,04,Community water system,County,Jefferson Davis
MS0620023,STEELE-RINGGOLD W/A #2,04,Community water system,County,Scott
MS0620011,STEELE-RINGGOLD W/A #1,04,Community water system,County,Scott
MS0380117,SOUTHWEST LAUDERDALE W/A,04,Community water system,County,Lauderdale
MS0260015,SWEET HOME WATER & SEWER DIST,04,Community water system,County,Holmes
MS0640004,HARRISVILLE W/A,04,Community water system,County,Simpson
MS0780009,SAPA WATER SYSTEM,04,Community water system,County,Webster
MS0710006,CITY OF IUKA,04,Community water system,County,Tishomingo
MS0560006,ARLINGTON W/A,04,Community water system,County,Perry
MS0560014,ARLINGTON W/A-HINTONVILLE,04,Community water system,County,Perry
MS0180014,BROOKLYN WATER ASSOCIATION,04,Community water system,County,Forrest
MS0340019,SOUTHWEST JONES W/A-NORTH,04,Community water system,County,Jones
MS0480012,TOWN OF SMITHVILLE,04,Community water system,County,Monroe
MS0570015,MAGNOLIA RURAL WATER ASSN,04,Community water system,County,Pike
MS0410041,NORTH LEE W/A-BEECH SPRINGS,04,Community water system,County,Lee
MS0410042,NORTH LEE W/A-HUSHPUPPY,04,Community water system,County,Lee
MS0410025,NORTH LEE W/A #2-BIRMINGHAM RD,04,Community water system,County,Lee
MS0410040,NORTH LEE W/A #5-RED HILL,04,Community water system,County,Lee
MS0410044,NORTH LEE W/A-SWS #1,04,Community water system,County,Lee
MS0410001,NORTH LEE W/A-AUBURN SYSTEM #1,04,Community water system,County,Lee
MS0410024,NORTH LEE W/A #1-BARNES CROSNG,04,Community water system,County,Lee
MS0410035,NORTH LEE W/A #4-MACEDONIA,04,Community water system,County,Lee
MS0300156,WEST JACKSON CO UTILITY DIST,04,Community water system,County,Jackson
MS0230070,HANCUA-PEARLINGTON,04,Community water system,County,Hancock
MS0230069,HANCOCK COUNTY UTILITY AUTHORITY,04,Community water system,County,Hancock
MS0680001,CASCILLA WATER ASSOCIATION,04,Community water system,County,Tallahatchie
MS0610009,TOWN OF FLORENCE,04,Community water system,County,Rankin
MS0370001,ARNOLD LINE WATER ASSOCIATION,04,Community water system,County,Lamar
MS0250012,CITY OF JACKSON-MADDOX RD.,04,Community water system,County,Hinds
MS0250008,CITY OF JACKSON,04,Community water system,County,Hinds
MS0560003,N E PERRY UTL ASSN-#1,04,Community water system,County,Perry
MS0040010,TOWN OF SALLIS,04,Community water system,County,Attala
MS0410033,OLD UNION WATER SYSTEM,04,Community water system,County,Lee
MS0610086,THOMASVILLE W/A #2,04,Community water system,County,Rankin
MS0570002,FRIENDSHIP COMMUNITY W/A,04,Community water system,County,Pike
MS0650013,WHITE OAK WATER ASSOCIATION,04,Community water system,County,Smith
MS0140033,COAHOMA COMMUNITY COLLEGE,04,Community water system,County,Coahoma
MS0640005,HIGHWAY 28 WATER ASSOCIATION,04,Community water system,County,Simpson
MS0450024,PRVWSD-TWIN HARBOR,04,Community water system,County,Madison
MS0450019,PRVWSD-MAIN HARBOR,04,Community water system,County,Madison
MS0610036,PRVWSD-PELAHATCHIE BAY,04,Community water system,County,Rankin
MS0610035,PRVWSD-HIGHWAY 43,04,Community water system,County,Rankin
MS0180006,EASTABUCHIE WATER ASSOCIATION,04,Community water system,County,Forrest
MS0340005,GLADE WATERWORKS ASSN,04,Community water system,County,Jones
MS0610016,MONTEREY WATER ASSN-WEST,04,Community water system,County,Rankin
MS0440096,"PRAIRIE LAND WATER ASSOCIATION, INC",04,Community water system,County,Lowndes
MS0380001,CLARKDALE WATER ASSN # 1,04,Community water system,County,Lauderdale
MS0650001,CENTER RIDGE WATER ASSOCIATION,04,Community water system,County,Smith
MS0720026,KWP UTILITY COMPANY LLC,04,Community water system,County,Tunica
MS0810002,TOWN OF COFFEEVILLE,04,Community water system,County,Yalobusha
MS0400008,SOUTHWEST LEAKE WATER ASSN,04,Community water system,County,Leake
MS0270003,TOWN OF ISOLA,04,Community water system,County,Humphreys
MS0620003,"H & H WATER SYSTEM, INC",04,Community water system,County,Scott
MS0160009,SOUTHWEST COVINGTON W/A,04,Community water system,County,Covington
MS0160001,COLD SPRINGS WATER ASSOCIATION,04,Community water system,County,Covington
MS0530017,ROCK HILL WATER ASSOCIATION,04,Community water system,County,Oktibbeha
MS0120027,WAUTUBBEE WATER ASSN,04,Community water system,County,Clarke
MS0670010,ROME WATER SYSTEM,04,Community water system,County,Sunflower
MS0080009,TOWN OF VAIDEN,04,Community water system,County,Carroll
MS0430002,CITY OF BROOKHAVEN,04,Community water system,County,Lincoln
MS0070006,TOWN OF DERMA,04,Community water system,County,Calhoun
MS0070019,TOWN OF VARDAMAN,04,Community water system,County,Calhoun
MS0600007,CITY OF MARKS,04,Community water system,County,Quitman
MS0230071,HANCOCK COUNTY WATER & SEWER- BAYSIDE,04,Community water system,County,Hancock
MS0230065,HANCOCK COUNTY WATER & SEWER,04,Community water system,County,Hancock
MS0070007,DUNCAN HILL WATER SUPPLY,04,Community water system,County,Calhoun
MS0700009,SPOUT SPRINGS W/A,04,Community water system,County,Tippah
MS0310024,TRI-COUNTY W/A #3-SUMMERLAND,04,Community water system,County,Jasper
MS0310014,TRI-COUNTY W/A #1-JASPER,04,Community water system,County,Jasper
MS0570011,SW MS COMM COLLEGE,04,Community water system,County,Pike
MS0390006,SONTAG-WANILLA,04,Community water system,County,Lawrence
MS0350023,NW KEMPER W/A #3-KYNARD,04,Community water system,County,Kemper
MS0350003,NW KEMPER W/A #1-PRESTON,04,Community water system,County,Kemper
MS0350007,NW KEMPER W/A #2- CLEVELAND,04,Community water system,County,Kemper
MS0350025,NORTH WEST KEMPER W/A #4,04,Community water system,County,Kemper
MS0780005,CITY OF EUPORA,04,Community water system,County,Webster
MS0450005,"CAMERON COMMUNITY WATER SYSTEM, INC",04,Community water system,County,Madison
MS0780012,SAVANNAH WATER ASSOCIATION #1,04,Community water system,County,Webster
MS0250004,EASTSIDE WATER ASSOCIATION,04,Community water system,County,Hinds
MS0810004,EAST END WATER ASSOCIATION,04,Community water system,County,Yalobusha
MS0390015,MT ZION W/A,04,Community water system,County,Lawrence
MS0820014,CITY OF YAZOO CITY,04,Community water system,County,Yazoo
MS0030001,COLES WATER ASSOCIATION #1,04,Community water system,County,Amite
MS0400016,MARYDELL WATER ASSOCIATION,04,Community water system,County,Leake
MS0140012,MOORE BAYOU WATER ASSOCIATION,04,Community water system,County,Coahoma
MS0140052,MOORE BAYOU W/A #3,04,Community water system,County,Coahoma
MS0140051,MOORE BAYOU W/A #2,04,Community water system,County,Coahoma
MS0210001,BEAT III W/A #1-SAND HILL,04,Community water system,County,Greene
MS0550002,PEARL RIVER CENTRAL W/A-NORTH,04,Community water system,County,Pearl River
MS0550058,PEARL RIVER CENTRAL W/A-BI CO,04,Community water system,County,Pearl River
MS0550060,PEARL RIVER CENTRAL W/A-HENLEY FIELD,04,Community water system,County,Pearl River
MS0550005,PEARL RIVER CENTRAL W/A,04,Community water system,County,Pearl River
MS0450014,TOUGALOO COLLEGE,04,Community water system,County,Madison
MS0340009,MOSELLE WATER ASSOCIATION,04,Community water system,County,Jones
MS0440018,COLUMBUS AIR FORCE BASE,04,Community water system,County,Lowndes
MS0290019,N. E. MS. REGIONAL W/S,04,Community water system,County,Itawamba
MS0360004,COLLEGE HILL WATER ASSN,04,Community water system,County,Lafayette
MS0040003,ETHEL RURAL WATER ASSOCIATION,04,Community water system,County,Attala
MS0760006,CITY OF LELAND,04,Community water system,County,Washington
MS0780018,WEBSTER CENTER WATER ASSN,04,Community water system,County,Webster
MS0610081,CENTRAL RANKIN WATER ASSN,04,Community water system,County,Rankin
MS0400001,CITY OF CARTHAGE,04,Community water system,County,Leake
MS0760007,TOWN OF METCALFE,04,Community water system,County,Washington
MS0100004,FRENCH CAMP W/A #1,04,Community water system,County,Choctaw
MS0330005,LILY ROSE W/A #1,04,Community water system,County,Jefferson Davis
MS0330009,LILY ROSE W/A #2,04,Community water system,County,Jefferson Davis
MS0060007,DELTA STATE UNIVERSITY,04,Community water system,County,Bolivar
MS0090010,SPARTA WATER ASSOCIATION #1,04,Community water system,County,Chickasaw
MS0610019,PISGAH WATER ASSOCIATION,04,Community water system,County,Rankin
MS0390001,JAYESS-TOPEKA-TILTON W/A,04,Community water system,County,Lawrence
MS0620007,L & F WATER ASSOCIATION,04,Community water system,County,Scott
MS0250022,SOUTH CENTRAL WATER ASSN,04,Community water system,County,Hinds
MS0530023,TRIMCANE WATER ASSOCIATION,04,Community water system,County,Oktibbeha
MS0730024,BETHLEHEM WATER ASSOCIATION,04,Community water system,County,Union
MS0800015,NANIH-WAIYA WATER ASSOCIATION,04,Community water system,County,Winston
MS0230002,CITY OF WAVELAND,04,Community water system,County,Hancock
MS0660003,MS GULF COAST COMMUNITY COLLEGE,04,Community water system,County,Stone
MS0460011,MORGANTOWN WATER ASSOCIATION,04,Community water system,County,Marion
MS0610027,STAR WATER COMPANY,04,Community water system,County,Rankin
MS0460013,WEST MARION WATER ASSOCIATION,04,Community water system,County,Marion
MS0460001,BUNKER HILL WATER ASSOCIATION,04,Community water system,County,Marion
MS0360007,HARMONTOWN WATER ASSOCIATION INC,04,Community water system,County,Lafayette
MS0490003,ESKRIDGE ROSE HILL WATER ASSOCIATION,04,Community water system,County,Montgomery
MS0510002,TOWN OF CHUNKY,04,Community water system,County,Newton
MS0700021,SHADY GROVE WATER ASSOCIATION,04,Community water system,County,Tippah
MS0360014,TAYLOR WATER ASSOCIATION,04,Community water system,County,Lafayette
MS0310012,STRINGER WATER WORKS,04,Community water system,County,Jasper
MS0510004,TOWN OF DECATUR,04,Community water system,County,Newton
MS0260011,LEBANON W/A-WEST,04,Community water system,County,Holmes
MS0400006,NEW PROVIDENCE WATER ASSN,04,Community water system,County,Leake
MS0260016,TOWN OF TCHULA,04,Community water system,County,Holmes
MS0620009,CITY OF MORTON,04,Community water system,County,Scott
MS0050003,TOWN OF SNOW LAKE SHORES,04,Community water system,County,Benton
MS0180012,RAWLS SPRINGS UTILITY DISTRICT,04,Community water system,County,Forrest
MS0610089,CENTRAL MISS CORR FACILITY,04,Community water system,County,Rankin
MS0090003,TOWN OF NEW HOULKA,04,Community water system,County,Chickasaw
MS0740076,MAGEES CREEK W/A-NORTH,04,Community water system,County,Walthall
MS0500009,CENTRAL W/A-SOUTHWEST,04,Community water system,County,Neshoba
MS0500007,CENTRAL W/A-NORTH PEARL RIVER,04,Community water system,County,Neshoba
MS0500005,CENTRAL W/A-HOUSE,04,Community water system,County,Neshoba
MS0500004,CENTRAL W/A-EAST SIDE,04,Community water system,County,Neshoba
MS0500001,CENTRAL W/A-ARLINGTON,04,Community water system,County,Neshoba
MS0340010,M & M WATER ASSOCIATION,04,Community water system,County,Jones
MS0580023,HOULKA-WASHINGTON EXT,04,Community water system,County,Pontotoc
MS0370004,LAMAR PARK WATER & SEWAGE ASSN,04,Community water system,County,Lamar
MS0700015,LAKE MOHAWK ESTATES WATER SYSM,04,Community water system,County,Tippah
MS0060014,TOWN OF PACE,04,Community water system,County,Bolivar
MS0530020,CITY OF STARKVILLE,04,Community water system,County,Oktibbeha
MS0060054,NORTH BOLIVAR W/A,04,Community water system,County,Bolivar
MS0620008,LAKE WATER WORKS,04,Community water system,County,Scott
MS0300006,CITY OF PASCAGOULA,04,Community water system,County,Jackson
MS0120008,TOWN OF SHUBUTA,04,Community water system,County,Clarke
MS0060017,SCOTT COMBINED WATER & SEWER D,04,Community water system,County,Bolivar
MS0670005,FMH WATER ASSOCIATION,04,Community water system,County,Sunflower
MS0310019,TALLAHALA W/A-TED CLEAR,04,Community water system,County,Jasper
MS0310001,TALLAHALA W/A-ANTIOCH,04,Community water system,County,Jasper
MS0650010,SYLVARENA WATER ASSOCIATION,04,Community water system,County,Smith
MS0310016,TALLAHALA W/A-GARLANDSVILLE,04,Community water system,County,Jasper
MS0480001,TOWN OF ABERDEEN,04,Community water system,County,Monroe
MS0600004,DARLING WATER ASSOCIATION,04,Community water system,County,Quitman
MS0310005,TOWN OF HEIDELBERG,04,Community water system,County,Jasper
MS0610013,LEESBURG WATER ASSOCIATION,04,Community water system,County,Rankin
MS0700014,THREE FORKS WATER ASSOCIATION,04,Community water system,County,Tippah
MS0530001,ADATON W/A #1-JOSEY CREEK,04,Community water system,County,Oktibbeha
MS0760003,GLEN ALLAN UTILITY DISTRICT,04,Community water system,County,Washington
MS0360063,HURRICANE HILLS W/A,04,Community water system,County,Lafayette
MS0530012,MS STATE UNIVERSITY,04,Community water system,County,Oktibbeha
MS0230005,DIAMONDHEAD UTILITIES-NORTH,04,Community water system,County,Hancock
MS0730010,LAKE ARROWHEAD,04,Community water system,County,Union
MS0420004,MORGAN CITY WATER & SEWER ASSN,04,Community water system,County,Leflore
MS0240214,"MCGILL WELLWORKS, INC",04,Community water system,County,Harrison
MS0540012,LIBERTY HILL WATER ASSOCIATION,04,Community water system,County,Panola
MS0800011,HIGHPOINT WATER ASSOCIATION #1,04,Community water system,County,Winston
MS0260008,TOWN OF GOODMAN,04,Community water system,County,Holmes
MS0230067,PEARLINGTON WATER AND SEWER DISTRICT,04,Community water system,County,Hancock
MS0140002,CLARKSDALE PUBLIC UTILITIES,04,Community water system,County,Coahoma
MS0770001,BUCKATUNNA WATER ASSOCIATION,04,Community water system,County,Wayne
MS0480007,HAMILTON WATER DISTRICT,04,Community water system,County,Monroe
MS0340017,SHADY GROVE UTILITY DISTRICT,04,Community water system,County,Jones
MS0270004,TOWN OF LOUISE,04,Community water system,County,Humphreys
MS0510009,CITY OF NEWTON,04,Community water system,County,Newton
MS0600008,TOWN OF SLEDGE,04,Community water system,County,Quitman
MS0650017,PINEVILLE WATER ASSOCIATION #3,04,Community water system,County,Smith
MS0650018,PINEVILLE WATER ASSOCIATION #2,04,Community water system,County,Smith
MS0650006,PINEVILLE WATER ASSOCIATION #1,04,Community water system,County,Smith
MS0460009,LAMPTON WATER ASSOCIATION,04,Community water system,County,Marion
MS0070003,CITY OF BRUCE,04,Community water system,County,Calhoun
MS0460014,KOKOMO-SHILOH WATER ASSN.,04,Community water system,County,Marion
MS0550041,NICHOLSON WATER ASSOCIATION,04,Community water system,County,Pearl River
MS0550061,PRCUA-POPLARVILLE WATER SYSTEM,04,Community water system,County,Pearl River
MS0020008,KOSSUTH W/A #2-BETHLEHEM,04,Community water system,County,Alcorn
MS0020007,KOSSUTH W/A #3-PINE MOUNTAIN,04,Community water system,County,Alcorn
MS0290004,HOUSTON-PALESTINE WATER ASSOC,04,Community water system,County,Itawamba
MS0290009,TOMBIGBEE W/A,04,Community water system,County,Itawamba
MS0810028,YALOBUSHA WATER/SEWER DIST #1,04,Community water system,County,Yalobusha
MS0810029,YALOBUSHA WATER/SEWER DIST #2,04,Community water system,County,Yalobusha
MS0580002,EAST PONTOTOC WATER ASSN,04,Community water system,County,Pontotoc
MS0750011,YOKENA-JEFF DAVIS WATER DISTRICT INC,04,Community water system,County,Warren
MS0550063,PRCUA-PICAYUNE WATER SYSTEM,04,Community water system,County,Pearl River
MS0550062,PRCUA-HILLSDALE WATER SYSTEM,04,Community water system,County,Pearl River
MS0050019,TOWN OF POTTS CAMP #2,04,Community water system,County,Benton
MS0470004,TOWN OF POTTS CAMP,04,Community water system,County,Marshall
MS0650003,LORENA-LEMON-BURNS WATER ASSN,04,Community water system,County,Smith
MS0560008,JANICE W/A #2-SOUTH,04,Community water system,County,Perry
MS0560007,JANICE W/A #1,04,Community water system,County,Perry
MS0810033,TRI-LAKES WATER ASSN-EAST,04,Community water system,County,Yalobusha
MS0810010,TRI-LAKES WATER ASSN-EAST,04,Community water system,County,Yalobusha
MS0810012,TRI-LAKES WATER ASSN-WEST,04,Community water system,County,Yalobusha
MS0560015,LITTLE CREEK WATER ASSOCIATION,04,Community water system,County,Perry
MS0110013,ALCORN STATE UNIVERSITY,04,Community water system,County,Claiborne
MS0420002,CITY OF ITTA BENA,04,Community water system,County,Leflore
MS0270001,CITY OF BELZONI,04,Community water system,County,Humphreys
MS0820002,TOWN OF BENTONIA,04,Community water system,County,Yazoo
MS0710002,TOWN OF BURNSVILLE,04,Community water system,County,Tishomingo
MS0640006,CITY OF MAGEE,04,Community water system,County,Simpson
MS0140003,TOWN OF COAHOMA,04,Community water system,County,Coahoma
MS0090007,CITY OF OKOLONA,04,Community water system,County,Chickasaw
MS0260013,TOWN OF PICKENS,04,Community water system,County,Holmes
MS0600005,TOWN OF FALCON,04,Community water system,County,Quitman
MS0560001,TOWN OF BEAUMONT,04,Community water system,County,Perry
MS0010005,"BROADMOOR UTILITIES, INC",04,Community water system,County,Adams
MS0240003,CITY OF GULFPORT,04,Community water system,County,Harrison
MS0530039,NEW LIGHT WATER ASSOCIATION,04,Community water system,County,Oktibbeha
MS0360003,CAMPGROUND WATER ASSN,04,Community water system,County,Lafayette
MS0120004,TOWN OF ENTERPRISE,04,Community water system,County,Clarke
MS0400004,GOSHEN WATER ASSOCIATION,04,Community water system,County,Leake
MS0450017,LAKE LORMAN UTL DISTRICT,04,Community water system,County,Madison
MS0060009,TOWN OF GUNNISON,04,Community water system,County,Bolivar
MS0070011,MT COMFORT W/A-MT MORIAH,04,Community water system,County,Calhoun
MS0070017,MT COMFORT W/A-SAREPTA,04,Community water system,County,Calhoun
MS0070020,MT COMFORT W/A-BANNER,04,Community water system,County,Calhoun
MS0070010,MT COMFORT W/A,04,Community water system,County,Calhoun
MS0310007,LOUIN WATER WORKS,04,Community water system,County,Jasper
MS0610017,CITY OF PEARL,04,Community water system,County,Rankin
MS0450008,TOWN OF FLORA #1,04,Community water system,County,Madison
MS0610011,GREENFIELD WATER ASSOCIATION,04,Community water system,County,Rankin
MS0030002,TOWN OF CROSBY,04,Community water system,County,Amite
MS0230057,SUNRISE MOBILE HOME PARK,04,Community water system,County,Hancock
MS0130023,SILOAM W/A #6-UNA SYSTEM,04,Community water system,County,Clay
MS0130017,SILOAM W/A #4-PINE BLUFF,04,Community water system,County,Clay
MS0130016,SILOAM W/A #3-BEASLEY WELL,04,Community water system,County,Clay
MS0130015,SILOAM W/A #2-GRIFFITH WELL,04,Community water system,County,Clay
MS0240194,RIVERBEND UTILITIES INC,04,Community water system,County,Harrison
MS0100003,FENTRESS COMMUNITY W/S,04,Community water system,County,Choctaw
MS0360010,LAFAYETTE SPRINGS WATER ASSN,04,Community water system,County,Lafayette
MS0550006,CITY OF POPLARVILLE,04,Community water system,County,Pearl River
MS0670011,CITY OF RULEVILLE,04,Community water system,County,Sunflower
MS0610015,PINEY WOODS COUNTRY LIFE SCH,04,Community water system,County,Rankin
MS0400005,LENA WATER ASSOCIATION,04,Community water system,County,Leake
MS0030003,TOWN OF GLOSTER,04,Community water system,County,Amite
MS0020002,CITY OF CORINTH,04,Community water system,County,Alcorn
MS0240277,WEST HARRISON WATER & SEWER DISTRICT,04,Community water system,County,Harrison
MS0240002,DIBERVILLE W/S,04,Community water system,County,Harrison
MS0820006,TOWN OF EDEN,04,Community water system,County,Yazoo
MS0240266,ECHCPUD-TRADITION SUBDIVISION,04,Community water system,County,Harrison
MS0240274,ECHCPUD-DESOTO TRAILS SUBDIVISION,04,Community water system,County,Harrison
MS0260005,TOWN OF CRUGER,04,Community water system,County,Holmes
MS0390005,TOWN OF SILVER CREEK,04,Community water system,County,Lawrence
MS0770007,SOUTHWEST WAYNE WATER ASSN,04,Community water system,County,Wayne
MS0700006,MITCHELL WATER ASSOCIATION,04,Community water system,County,Tippah
MS0610038,V LAKES UTILITY DISTRICT,04,Community water system,County,Rankin
MS0530044,EAST LEE BLVD WATER ASSN.,04,Community water system,County,Oktibbeha
MS0670003,TOWN OF DODDSVILLE,04,Community water system,County,Sunflower
MS0310010,PHILADELPHIA WATER ASSN,04,Community water system,County,Jasper
MS0240271,SUTTER WATER SERVICE-MAGNOLIA SPRINGS,04,Community water system,County,Harrison
MS0240254,PINEVILLE PROJECT III SOUTH,04,Community water system,County,Harrison
MS0340002,ELLISVILLE STATE SCHOOL #1,04,Community water system,County,Jones
MS0480005,VILLAGE OF GATTMAN,04,Community water system,County,Monroe
MS0290016,NE ITAWAMBA W/A #1-RIDGE,04,Community water system,County,Itawamba
MS0290017,NE ITAWAMBA W/A #2-SALEM,04,Community water system,County,Itawamba
MS0300004,CITY OF GAUTIER,04,Community water system,County,Jackson
MS0780016,SPRING VALLEY WATER ASSN,04,Community water system,County,Webster
MS0390008,CROOKED CREEK W/A - SOUTH,04,Community water system,County,Lawrence
MS0390007,CROOKED CREEK W/A - NORTH,04,Community water system,County,Lawrence
MS0510001,"BEULAH HUBBARD WATER ASSN, INC",04,Community water system,County,Newton
MS0300064,COLONIAL ESTATES # 3,04,Community water system,County,Jackson
MS0810005,JEFF DAVIS W/A INC,04,Community water system,County,Yalobusha
MS0450007,EAST MADISON WATER ASSN-WEST,04,Community water system,County,Madison
MS0610007,EVERGREEN WATER ASSOCIATION,04,Community water system,County,Rankin
MS0140013,GREEN ACRES W/A-SOUTH,04,Community water system,County,Coahoma
MS0060011,LAMONT WATER CORPORATION,04,Community water system,County,Bolivar
MS0540072,NORTH PANOLA WATER DISTRICT,04,Community water system,County,Panola
MS0460005,FOXWORTH WATER & SEWERAGE ASSN,04,Community water system,County,Marion
MS0600016,WEST LAMBERT WATER ASSOCIATION,04,Community water system,County,Quitman
MS0340008,MATTHEWS MOSS WATER ASSN,04,Community water system,County,Jones
MS0370009,CITY OF PURVIS,04,Community water system,County,Lamar
MS0180005,DIXIE COMMUNITY UTILITY ASSN.,04,Community water system,County,Forrest
MS0180022,S MS PUBLIC WATER AUTH-ROCK HILL,04,Community water system,County,Forrest
MS0180009,S MS PUBLIC WATER AUTH-MCLAURIN,04,Community water system,County,Forrest
MS0060008,TOWN OF DUNCAN,04,Community water system,County,Bolivar
MS0580007,RANDOLPH WATER ASSOCIATION #1,04,Community water system,County,Pontotoc
MS0260014,SOUTH HOLMES W/A #1,04,Community water system,County,Holmes
MS0160006,TOWN OF SEMINARY,04,Community water system,County,Covington
MS0290010,TOWN OF TREMONT,04,Community water system,County,Itawamba
MS0640013,BOSWELL REGIONAL CENTER,04,Community water system,County,Simpson
MS0690006,STRAYHORN W/A-CROCKETT,04,Community water system,County,Tate
MS0100006,PAN HANDLE WATER ASSOCIATION,04,Community water system,County,Choctaw
MS0100016,PAN HANDLE W/A #2,04,Community water system,County,Choctaw
MS0330004,GOOD HOPE WATER ASSOCIATION,04,Community water system,County,Jefferson Davis
MS0670007,TOWN OF INVERNESS,04,Community water system,County,Sunflower
MS0800019,LIBERTY-PLATTSBURG W/A #2,04,Community water system,County,Winston
MS0410032,MOOREVILLE-RICHMOND W/A #2,04,Community water system,County,Lee
MS0410039,MOOREVILLE RICHMOND #3,04,Community water system,County,Lee
